"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
564,4500000564,"2023-06-06",1001,4,1,10004,78,2023-06-29,2023-06-29,"2023-06-27","2023-06-27","2023-06-26","2023-06-26",0
566,4500000566,"2023-01-09",1001,4,1,10004,68,2023-02-01,2023-02-01,"2023-01-30","2023-01-30","2023-01-29","2023-01-29",0
570,4500000570,"2024-01-02",1001,4,1,10004,81,2024-01-25,2024-01-23,"2024-01-23","2024-01-23","2024-01-22","2024-01-22",-2
571,4500000571,"2024-10-17",1001,4,1,10004,80,2024-11-09,2024-11-18,"2024-11-07","2024-11-16","2024-11-06","2024-11-15",9
575,4500000575,"2024-07-03",1001,4,1,10004,72,2024-07-26,2024-08-01,"2024-07-24","2024-07-30","2024-07-23","2024-07-29",6
576,4500000576,"2022-10-09",1001,4,1,10004,73,2022-11-01,2022-10-27,"2022-10-30","2022-10-30","2022-10-29","2022-10-29",-5
577,4500000577,"2022-12-26",1001,4,1,10004,76,2023-01-18,2023-01-16,"2023-01-16","2023-01-16","2023-01-15","2023-01-15",-2
578,4500000578,"2023-01-08",1001,4,1,10004,77,2023-01-31,2023-01-27,"2023-01-29","2023-01-29","2023-01-28","2023-01-28",-4
579,4500000579,"2022-10-13",1001,4,1,10004,75,2022-11-05,2022-11-04,"2022-11-03","2022-11-03","2022-11-02","2022-11-02",-1
581,4500000581,"2024-10-12",1001,4,1,10004,79,2024-11-04,2024-11-01,"2024-11-02","2024-11-02","2024-11-01","2024-11-01",-3
582,4500000582,"2024-10-01",1001,4,1,10004,80,2024-10-24,2024-10-23,"2024-10-22","2024-10-22","2024-10-21","2024-10-21",-1
589,4500000589,"2024-07-27",1001,4,1,10004,79,2024-08-19,2024-08-14,"2024-08-17","2024-08-17","2024-08-16","2024-08-16",-5
590,4500000590,"2022-03-05",1001,4,1,10004,73,2022-03-28,2022-03-24,"2022-03-26","2022-03-26","2022-03-25","2022-03-25",-4
594,4500000594,"2023-04-04",1001,4,1,10004,69,2023-04-27,2023-04-26,"2023-04-25","2023-04-25","2023-04-24","2023-04-24",-1
602,4500000602,"2022-06-01",1001,4,1,10004,70,2022-06-24,2022-06-24,"2022-06-22","2022-06-22","2022-06-21","2022-06-21",0
613,4500000613,"2022-11-03",1001,4,1,10004,71,2022-11-26,2022-12-07,"2022-11-24","2022-12-05","2022-11-23","2022-11-23",11
619,4500000619,"2024-02-09",1001,4,1,10004,72,2024-03-03,2024-02-28,"2024-03-01","2024-03-01","2024-02-29","2024-02-29",-4
620,4500000620,"2024-04-16",1001,4,1,10004,78,2024-05-09,2024-05-08,"2024-05-07","2024-05-07","2024-05-06","2024-05-06",-1
622,4500000622,"2023-11-11",1001,4,1,10004,75,2023-12-04,2023-11-30,"2023-12-02","2023-12-02","2023-12-01","2023-12-01",-4
626,4500000626,"2022-09-02",1001,4,1,10004,70,2022-09-25,2022-09-22,"2022-09-23","2022-09-23","2022-09-22","2022-09-22",-3
631,4500000631,"2023-05-16",1001,4,1,10004,79,2023-06-08,2023-06-19,"2023-06-06","2023-06-17","2023-06-05","2023-06-16",11
632,4500000632,"2022-01-29",1001,4,1,10004,73,2022-02-21,2022-02-18,"2022-02-19","2022-02-19","2022-02-18","2022-02-18",-3
641,4500000641,"2022-10-06",1001,4,1,10004,76,2022-10-29,2022-11-09,"2022-10-27","2022-11-07","2022-10-26","2022-11-06",11
645,4500000645,"2023-06-17",1001,4,1,10004,87,2023-07-10,2023-07-05,"2023-07-08","2023-07-08","2023-07-07","2023-07-07",-5
646,4500000646,"2022-07-13",1001,4,1,10004,76,2022-08-05,2022-08-04,"2022-08-03","2022-08-03","2022-08-02","2022-08-02",-1
653,4500000653,"2022-07-17",1001,4,1,10004,69,2022-08-09,2022-08-08,"2022-08-07","2022-08-07","2022-08-06","2022-08-06",-1
655,4500000655,"2022-07-05",1001,4,1,10004,62,2022-07-28,2022-07-28,"2022-07-26","2022-07-26","2022-07-25","2022-07-25",0
656,4500000656,"2024-08-01",1001,4,1,10004,80,2024-08-24,2024-08-27,"2024-08-22","2024-08-22","2024-08-21","2024-08-21",3
660,4500000660,"2023-02-11",1001,4,1,10004,72,2023-03-06,2023-03-01,"2023-03-04","2023-03-04","2023-03-03","2023-03-03",-5
661,4500000661,"2024-01-27",1001,4,1,10004,74,2024-02-19,2024-02-19,"2024-02-17","2024-02-17","2024-02-16","2024-02-16",0
662,4500000662,"2023-06-08",1001,4,1,10004,83,2023-07-01,2023-06-29,"2023-06-29","2023-06-29","2023-06-28","2023-06-28",-2
663,4500000663,"2022-04-28",1001,4,1,10004,69,2022-05-21,2022-05-18,"2022-05-19","2022-05-19","2022-05-18","2022-05-18",-3
669,4500000669,"2021-12-17",1001,4,1,10004,70,2022-01-09,2022-01-06,"2022-01-07","2022-01-07","2022-01-06","2022-01-06",-3
670,4500000670,"2024-02-13",1001,4,1,10004,75,2024-03-07,2024-03-04,"2024-03-05","2024-03-05","2024-03-04","2024-03-04",-3
671,4500000671,"2024-06-20",1001,4,1,10004,80,2024-07-13,2024-07-12,"2024-07-11","2024-07-11","2024-07-10","2024-07-10",-1
672,4500000672,"2023-03-03",1001,4,1,10004,74,2023-03-26,2023-03-26,"2023-03-24","2023-03-24","2023-03-23","2023-03-23",0
675,4500000675,"2024-07-11",1001,4,1,10004,82,2024-08-03,2024-08-01,"2024-08-01","2024-08-01","2024-07-31","2024-07-31",-2
676,4500000676,"2022-12-11",1001,4,1,10004,72,2023-01-03,2022-12-29,"2023-01-01","2023-01-01","2022-12-31","2022-12-31",-5
681,4500000681,"2022-04-15",1001,4,1,10004,85,2022-05-08,2022-05-16,"2022-05-06","2022-05-14","2022-05-05","2022-05-13",8
684,4500000684,"2024-02-19",1001,4,1,10004,87,2024-03-13,2024-03-13,"2024-03-11","2024-03-11","2024-03-10","2024-03-10",0
685,4500000685,"2021-12-31",1001,4,1,10004,67,2022-01-23,2022-01-21,"2022-01-21","2022-01-21","2022-01-20","2022-01-20",-2
688,4500000688,"2022-09-19",1001,4,1,10004,73,2022-10-12,2022-10-11,"2022-10-10","2022-10-10","2022-10-09","2022-10-09",-1
689,4500000689,"2024-01-27",1001,4,1,10004,83,2024-02-19,2024-02-21,"2024-02-17","2024-02-19","2024-02-16","2024-02-18",2
691,4500000691,"2024-03-02",1001,4,1,10004,80,2024-03-25,2024-03-25,"2024-03-23","2024-03-23","2024-03-22","2024-03-22",0
694,4500000694,"2022-09-28",1001,4,1,10004,58,2022-10-21,2022-10-21,"2022-10-19","2022-10-19","2022-10-18","2022-10-18",0
702,4500000702,"2022-04-08",1001,4,1,10004,75,2022-05-01,2022-04-29,"2022-04-29","2022-04-29","2022-04-28","2022-04-28",-2
710,4500000710,"2022-10-15",1001,4,1,10004,72,2022-11-07,2022-11-15,"2022-11-05","2022-11-13","2022-11-04","2022-11-12",8
714,4500000714,"2024-03-13",1001,4,1,10004,71,2024-04-05,2024-04-04,"2024-04-03","2024-04-03","2024-04-02","2024-04-02",-1
716,4500000716,"2023-06-19",1001,4,1,10004,67,2023-07-12,2023-07-10,"2023-07-10","2023-07-10","2023-07-09","2023-07-09",-2
724,4500000724,"2024-07-17",1001,4,1,10004,73,2024-08-09,2024-08-09,"2024-08-07","2024-08-07","2024-08-06","2024-08-06",0
726,4500000726,"2022-02-01",1001,4,1,10004,78,2022-02-24,2022-02-24,"2022-02-22","2022-02-22","2022-02-21","2022-02-21",0
729,4500000729,"2022-11-09",1001,4,1,10004,72,2022-12-02,2022-12-12,"2022-11-30","2022-12-10","2022-11-29","2022-12-09",10
732,4500000732,"2023-04-14",1001,4,1,10004,66,2023-05-07,2023-05-16,"2023-05-05","2023-05-14","2023-05-04","2023-05-04",9
735,4500000735,"2024-03-06",1001,4,1,10004,83,2024-03-29,2024-03-28,"2024-03-27","2024-03-27","2024-03-26","2024-03-26",-1
736,4500000736,"2024-02-04",1001,4,1,10004,78,2024-02-27,2024-03-11,"2024-02-25","2024-02-25","2024-02-24","2024-02-24",13
737,4500000737,"2023-10-21",1001,4,1,10004,87,2023-11-13,2023-11-21,"2023-11-11","2023-11-19","2023-11-10","2023-11-18",8
740,4500000740,"2022-05-25",1001,4,1,10004,71,2022-06-17,2022-06-17,"2022-06-15","2022-06-15","2022-06-14","2022-06-14",0
743,4500000743,"2024-06-06",1001,4,1,10004,83,2024-06-29,2024-07-04,"2024-06-27","2024-06-27","2024-06-26","2024-06-26",5
745,4500000745,"2023-05-27",1001,4,1,10004,78,2023-06-19,2023-06-19,"2023-06-17","2023-06-17","2023-06-16","2023-06-16",0
747,4500000747,"2023-12-12",1001,4,1,10004,73,2024-01-04,2024-01-03,"2024-01-02","2024-01-02","2024-01-01","2024-01-01",-1
748,4500000748,"2022-07-22",1001,4,1,10004,85,2022-08-14,2022-08-12,"2022-08-12","2022-08-12","2022-08-11","2022-08-11",-2
750,4500000750,"2024-03-21",1001,4,1,10004,85,2024-04-13,2024-04-12,"2024-04-11","2024-04-11","2024-04-10","2024-04-10",-1
751,4500000751,"2024-03-22",1001,4,1,10004,62,2024-04-14,2024-04-12,"2024-04-12","2024-04-12","2024-04-11","2024-04-11",-2
754,4500000754,"2023-01-03",1001,4,1,10004,63,2023-01-26,2023-01-26,"2023-01-24","2023-01-24","2023-01-23","2023-01-23",0
757,4500000757,"2022-03-07",1001,4,1,10004,73,2022-03-30,2022-03-25,"2022-03-28","2022-03-28","2022-03-27","2022-03-27",-5
761,4500000761,"2022-06-23",1001,4,1,10004,84,2022-07-16,2022-07-16,"2022-07-14","2022-07-14","2022-07-13","2022-07-13",0
762,4500000762,"2023-09-03",1001,4,1,10004,75,2023-09-26,2023-09-26,"2023-09-24","2023-09-24","2023-09-23","2023-09-23",0
768,4500000768,"2023-09-07",1001,4,1,10004,72,2023-09-30,2023-09-30,"2023-09-28","2023-09-28","2023-09-27","2023-09-27",0
769,4500000769,"2023-07-06",1001,4,1,10004,81,2023-07-29,2023-07-27,"2023-07-27","2023-07-27","2023-07-26","2023-07-26",-2
770,4500000770,"2024-09-20",1001,4,1,10004,73,2024-10-13,2024-10-09,"2024-10-11","2024-10-11","2024-10-10","2024-10-10",-4
771,4500000771,"2023-06-20",1001,4,1,10004,81,2023-07-13,2023-07-14,"2023-07-11","2023-07-12","2023-07-10","2023-07-11",1
775,4500000775,"2021-12-13",1001,4,1,10004,76,2022-01-05,2021-12-31,"2022-01-03","2022-01-03","2022-01-02","2022-01-02",-5
776,4500000776,"2024-07-03",1001,4,1,10004,82,2024-07-26,2024-07-25,"2024-07-24","2024-07-24","2024-07-23","2024-07-23",-1
777,4500000777,"2023-09-07",1001,4,1,10004,70,2023-09-30,2023-09-28,"2023-09-28","2023-09-28","2023-09-27","2023-09-27",-2
778,4500000778,"2022-06-14",1001,4,1,10004,79,2022-07-07,2022-07-06,"2022-07-05","2022-07-05","2022-07-04","2022-07-04",-1
779,4500000779,"2022-04-07",1001,4,1,10004,73,2022-04-30,2022-04-28,"2022-04-28","2022-04-28","2022-04-27","2022-04-27",-2
783,4500000783,"2022-12-15",1001,4,1,10004,80,2023-01-07,2023-01-06,"2023-01-05","2023-01-05","2023-01-04","2023-01-04",-1
787,4500000787,"2023-12-11",1001,4,1,10004,72,2024-01-03,2023-12-29,"2024-01-01","2024-01-01","2023-12-31","2023-12-31",-5
789,4500000789,"2022-11-19",1001,4,1,10004,77,2022-12-12,2022-12-07,"2022-12-10","2022-12-10","2022-12-09","2022-12-09",-5
790,4500000790,"2024-03-09",1001,4,1,10004,78,2024-04-01,2024-03-28,"2024-03-30","2024-03-30","2024-03-29","2024-03-29",-4
794,4500000794,"2023-02-10",1001,4,1,10004,79,2023-03-05,2023-03-03,"2023-03-03","2023-03-03","2023-03-02","2023-03-02",-2
796,4500000796,"2023-03-12",1001,4,1,10004,77,2023-04-04,2023-04-03,"2023-04-02","2023-04-02","2023-04-01","2023-04-01",-1
797,4500000797,"2024-03-29",1001,4,1,10004,75,2024-04-21,2024-04-19,"2024-04-19","2024-04-19","2024-04-18","2024-04-18",-2
802,4500000802,"2022-11-24",1001,4,1,10004,71,2022-12-17,2022-12-17,"2022-12-15","2022-12-15","2022-12-14","2022-12-14",0
804,4500000804,"2022-01-24",1001,4,1,10004,70,2022-02-16,2022-02-14,"2022-02-14","2022-02-14","2022-02-13","2022-02-13",-2
806,4500000806,"2024-01-11",1001,4,1,10004,74,2024-02-03,2024-02-01,"2024-02-01","2024-02-01","2024-01-31","2024-01-31",-2
807,4500000807,"2022-12-01",1001,4,1,10004,68,2022-12-24,2022-12-28,"2022-12-22","2022-12-26","2022-12-21","2022-12-25",4
813,4500000813,"2022-01-30",1001,4,1,10004,81,2022-02-22,2022-02-17,"2022-02-20","2022-02-20","2022-02-19","2022-02-19",-5
818,4500000818,"2022-09-10",1001,4,1,10004,72,2022-10-03,2022-09-30,"2022-10-01","2022-10-01","2022-09-30","2022-09-30",-3
819,4500000819,"2024-04-16",1001,4,1,10004,79,2024-05-09,2024-05-10,"2024-05-07","2024-05-07","2024-05-06","2024-05-06",1
820,4500000820,"2022-09-30",1001,4,1,10004,85,2022-10-23,2022-10-20,"2022-10-21","2022-10-21","2022-10-20","2022-10-20",-3
825,4500000825,"2024-04-11",1001,4,1,10004,72,2024-05-04,2024-05-01,"2024-05-02","2024-05-02","2024-05-01","2024-05-01",-3
827,4500000827,"2023-06-15",1001,4,1,10004,68,2023-07-08,2023-07-08,"2023-07-06","2023-07-06","2023-07-05","2023-07-05",0
830,4500000830,"2024-04-10",1001,4,1,10004,80,2024-05-03,2024-05-16,"2024-05-01","2024-05-01","2024-04-30","2024-04-30",13
835,4500000835,"2024-06-10",1001,4,1,10004,80,2024-07-03,2024-07-02,"2024-07-01","2024-07-01","2024-06-30","2024-06-30",-1
836,4500000836,"2024-02-07",1001,4,1,10004,77,2024-03-01,2024-03-01,"2024-02-28","2024-02-28","2024-02-27","2024-02-27",0
842,4500000842,"2024-11-02",1001,4,1,10004,81,2024-11-25,2024-11-21,"2024-11-23","2024-11-23","2024-11-22","2024-11-22",-4
846,4500000846,"2022-07-19",1001,4,1,10004,70,2022-08-11,2022-08-10,"2022-08-09","2022-08-09","2022-08-08","2022-08-08",-1
847,4500000847,"2021-12-31",1001,4,1,10004,81,2022-01-23,2022-01-19,"2022-01-21","2022-01-21","2022-01-20","2022-01-20",-4
849,4500000849,"2022-09-13",1001,4,1,10004,71,2022-10-06,2022-10-06,"2022-10-04","2022-10-04","2022-10-03","2022-10-03",0
853,4500000853,"2021-12-09",1001,4,1,10004,84,2022-01-01,2022-01-01,"2021-12-30","2021-12-30","2021-12-29","2021-12-29",0
854,4500000854,"2023-03-22",1001,4,1,10004,77,2023-04-14,2023-04-11,"2023-04-12","2023-04-12","2023-04-11","2023-04-11",-3
856,4500000856,"2024-08-13",1001,4,1,10004,85,2024-09-05,2024-09-05,"2024-09-03","2024-09-03","2024-09-02","2024-09-02",0
862,4500000862,"2024-12-06",1001,4,1,10004,84,2024-12-29,2025-01-01,"2024-12-27","2024-12-30","2024-12-26","2024-12-29",3
870,4500000870,"2023-07-28",1001,4,1,10004,72,2023-08-20,2023-08-29,"2023-08-18","2023-08-18","2023-08-17","2023-08-17",9
871,4500000871,"2024-10-12",1001,4,1,10004,73,2024-11-04,2024-11-04,"2024-11-02","2024-11-02","2024-11-01","2024-11-01",0
872,4500000872,"2022-05-22",1001,4,1,10004,87,2022-06-14,2022-06-14,"2022-06-12","2022-06-12","2022-06-11","2022-06-11",0
873,4500000873,"2024-07-26",1001,4,1,10004,77,2024-08-18,2024-08-18,"2024-08-16","2024-08-16","2024-08-15","2024-08-15",0
874,4500000874,"2023-03-05",1001,4,1,10004,88,2023-03-28,2023-03-23,"2023-03-26","2023-03-26","2023-03-25","2023-03-25",-5
877,4500000877,"2024-05-05",1001,4,1,10004,95,2024-05-28,2024-06-11,"2024-05-26","2024-06-09","2024-05-25","2024-05-25",14
881,4500000881,"2022-04-21",1001,4,1,10004,71,2022-05-14,2022-05-13,"2022-05-12","2022-05-12","2022-05-11","2022-05-11",-1
882,4500000882,"2022-05-24",1001,4,1,10004,82,2022-06-16,2022-06-30,"2022-06-14","2022-06-14","2022-06-13","2022-06-13",14
893,4500000893,"2023-08-04",1001,4,1,10004,71,2023-08-27,2023-08-25,"2023-08-25","2023-08-25","2023-08-24","2023-08-24",-2
898,4500000898,"2023-05-22",1001,4,1,10004,67,2023-06-14,2023-06-19,"2023-06-12","2023-06-12","2023-06-11","2023-06-11",5
899,4500000899,"2022-03-03",1001,4,1,10004,81,2022-03-26,2022-04-07,"2022-03-24","2022-04-05","2022-03-23","2022-04-04",12
902,4500000902,"2022-01-03",1001,4,1,10004,87,2022-01-26,2022-01-25,"2022-01-24","2022-01-24","2022-01-23","2022-01-23",-1
903,4500000903,"2024-04-09",1001,4,1,10004,83,2024-05-02,2024-04-30,"2024-04-30","2024-04-30","2024-04-29","2024-04-29",-2
906,4500000906,"2024-04-26",1001,4,1,10004,78,2024-05-19,2024-05-22,"2024-05-17","2024-05-20","2024-05-16","2024-05-19",3
908,4500000908,"2024-05-14",1001,4,1,10004,77,2024-06-06,2024-06-03,"2024-06-04","2024-06-04","2024-06-03","2024-06-03",-3
910,4500000910,"2023-11-10",1001,4,1,10004,77,2023-12-03,2023-11-30,"2023-12-01","2023-12-01","2023-11-30","2023-11-30",-3
911,4500000911,"2023-03-16",1001,4,1,10004,72,2023-04-08,2023-04-08,"2023-04-06","2023-04-06","2023-04-05","2023-04-05",0
913,4500000913,"2023-05-15",1001,4,1,10004,76,2023-06-07,2023-06-16,"2023-06-05","2023-06-14","2023-06-04","2023-06-13",9
917,4500000917,"2024-11-29",1001,4,1,10004,69,2024-12-22,2024-12-20,"2024-12-20","2024-12-20","2024-12-19","2024-12-19",-2
918,4500000918,"2024-09-06",1001,4,1,10004,71,2024-09-29,2024-10-01,"2024-09-27","2024-09-29","2024-09-26","2024-09-28",2
919,4500000919,"2022-10-05",1001,4,1,10004,83,2022-10-28,2022-10-26,"2022-10-26","2022-10-26","2022-10-25","2022-10-25",-2
921,4500000921,"2022-03-07",1001,4,1,10004,70,2022-03-30,2022-03-30,"2022-03-28","2022-03-28","2022-03-27","2022-03-27",0
923,4500000923,"2024-02-02",1001,4,1,10004,95,2024-02-25,2024-02-25,"2024-02-23","2024-02-23","2024-02-22","2024-02-22",0
924,4500000924,"2022-05-25",1001,4,1,10004,84,2022-06-17,2022-06-14,"2022-06-15","2022-06-15","2022-06-14","2022-06-14",-3
925,4500000925,"2023-02-11",1001,4,1,10004,84,2023-03-06,2023-03-03,"2023-03-04","2023-03-04","2023-03-03","2023-03-03",-3
929,4500000929,"2023-06-15",1001,4,1,10004,81,2023-07-08,2023-07-07,"2023-07-06","2023-07-06","2023-07-05","2023-07-05",-1
936,4500000936,"2022-10-28",1001,4,1,10004,79,2022-11-20,2022-11-24,"2022-11-18","2022-11-22","2022-11-17","2022-11-21",4
944,4500000944,"2023-08-08",1001,4,1,10004,81,2023-08-31,2023-08-29,"2023-08-29","2023-08-29","2023-08-28","2023-08-28",-2
946,4500000946,"2024-05-12",1001,4,1,10004,82,2024-06-04,2024-06-04,"2024-06-02","2024-06-02","2024-06-01","2024-06-01",0
947,4500000947,"2022-10-07",1001,4,1,10004,74,2022-10-30,2022-10-26,"2022-10-28","2022-10-28","2022-10-27","2022-10-27",-4
948,4500000948,"2024-10-26",1001,4,1,10004,81,2024-11-18,2024-11-14,"2024-11-16","2024-11-16","2024-11-15","2024-11-15",-4
950,4500000950,"2022-06-13",1001,4,1,10004,77,2022-07-06,2022-07-01,"2022-07-04","2022-07-04","2022-07-03","2022-07-03",-5
955,4500000955,"2022-10-31",1001,4,1,10004,73,2022-11-23,2022-11-22,"2022-11-21","2022-11-21","2022-11-20","2022-11-20",-1
957,4500000957,"2024-01-10",1001,4,1,10004,81,2024-02-02,2024-02-13,"2024-01-31","2024-02-11","2024-01-30","2024-02-10",11
959,4500000959,"2022-03-01",1001,4,1,10004,78,2022-03-24,2022-03-22,"2022-03-22","2022-03-22","2022-03-21","2022-03-21",-2
960,4500000960,"2022-04-08",1001,4,1,10004,82,2022-05-01,2022-05-01,"2022-04-29","2022-04-29","2022-04-28","2022-04-28",0
964,4500000964,"2023-04-06",1001,4,1,10004,81,2023-04-29,2023-04-29,"2023-04-27","2023-04-27","2023-04-26","2023-04-26",0
967,4500000967,"2024-02-09",1001,4,1,10004,72,2024-03-03,2024-03-05,"2024-03-01","2024-03-01","2024-02-29","2024-02-29",2
970,4500000970,"2024-04-01",1001,4,1,10004,65,2024-04-24,2024-04-19,"2024-04-22","2024-04-22","2024-04-21","2024-04-21",-5
971,4500000971,"2022-09-04",1001,4,1,10004,76,2022-09-27,2022-09-23,"2022-09-25","2022-09-25","2022-09-24","2022-09-24",-4
972,4500000972,"2023-11-23",1001,4,1,10004,90,2023-12-16,2023-12-14,"2023-12-14","2023-12-14","2023-12-13","2023-12-13",-2
975,4500000975,"2024-06-20",1001,4,1,10004,78,2024-07-13,2024-07-13,"2024-07-11","2024-07-11","2024-07-10","2024-07-10",0
977,4500000977,"2024-11-27",1001,4,1,10004,77,2024-12-20,2024-12-17,"2024-12-18","2024-12-18","2024-12-17","2024-12-17",-3
978,4500000978,"2024-03-10",1001,4,1,10004,61,2024-04-02,2024-04-02,"2024-03-31","2024-03-31","2024-03-30","2024-03-30",0
979,4500000979,"2023-02-13",1001,4,1,10004,91,2023-03-08,2023-03-08,"2023-03-06","2023-03-06","2023-03-05","2023-03-05",0
981,4500000981,"2023-10-04",1001,4,1,10004,80,2023-10-27,2023-10-24,"2023-10-25","2023-10-25","2023-10-24","2023-10-24",-3
983,4500000983,"2023-08-18",1001,4,1,10004,66,2023-09-10,2023-09-22,"2023-09-08","2023-09-20","2023-09-07","2023-09-19",12
984,4500000984,"2024-03-31",1001,4,1,10004,78,2024-04-23,2024-04-22,"2024-04-21","2024-04-21","2024-04-20","2024-04-20",-1
990,4500000990,"2023-05-10",1001,4,1,10004,82,2023-06-02,2023-05-30,"2023-05-31","2023-05-31","2023-05-30","2023-05-30",-3
993,4500000993,"2022-01-26",1001,4,1,10004,66,2022-02-18,2022-02-17,"2022-02-16","2022-02-16","2022-02-15","2022-02-15",-1
1001,4500001001,"2024-10-21",1001,4,1,10004,84,2024-11-13,2024-11-15,"2024-11-11","2024-11-13","2024-11-10","2024-11-12",2
1002,4500001002,"2023-12-27",1001,4,1,10004,83,2024-01-19,2024-01-17,"2024-01-17","2024-01-17","2024-01-16","2024-01-16",-2
1003,4500001003,"2024-01-03",1001,4,1,10004,81,2024-01-26,2024-01-26,"2024-01-24","2024-01-24","2024-01-23","2024-01-23",0
1007,4500001007,"2022-10-20",1001,4,1,10004,85,2022-11-12,2022-11-12,"2022-11-10","2022-11-10","2022-11-09","2022-11-09",0
1008,4500001008,"2023-12-02",1001,4,1,10004,73,2023-12-25,2023-12-25,"2023-12-23","2023-12-23","2023-12-22","2023-12-22",0
1010,4500001010,"2022-06-18",1001,4,1,10004,77,2022-07-11,2022-07-14,"2022-07-09","2022-07-12","2022-07-08","2022-07-11",3
1012,4500001012,"2024-07-11",1001,4,1,10004,78,2024-08-03,2024-08-15,"2024-08-01","2024-08-13","2024-07-31","2024-08-12",12
1013,4500001013,"2022-06-05",1001,4,1,10004,73,2022-06-28,2022-06-23,"2022-06-26","2022-06-26","2022-06-25","2022-06-25",-5
1015,4500001015,"2022-11-08",1001,4,1,10004,79,2022-12-01,2022-12-01,"2022-11-29","2022-11-29","2022-11-28","2022-11-28",0
1020,4500001020,"2022-06-21",1001,4,1,10004,72,2022-07-14,2022-07-13,"2022-07-12","2022-07-12","2022-07-11","2022-07-11",-1
1025,4500001025,"2023-06-09",1001,4,1,10004,80,2023-07-02,2023-07-03,"2023-06-30","2023-07-01","2023-06-29","2023-06-30",1
1026,4500001026,"2024-06-07",1001,4,1,10004,69,2024-06-30,2024-06-30,"2024-06-28","2024-06-28","2024-06-27","2024-06-27",0
1027,4500001027,"2022-02-02",1001,4,1,10004,72,2022-02-25,2022-02-22,"2022-02-23","2022-02-23","2022-02-22","2022-02-22",-3
1038,4500001038,"2022-09-27",1001,4,1,10004,78,2022-10-20,2022-10-20,"2022-10-18","2022-10-18","2022-10-17","2022-10-17",0
1039,4500001039,"2022-07-12",1001,4,1,10004,77,2022-08-04,2022-08-02,"2022-08-02","2022-08-02","2022-08-01","2022-08-01",-2
1043,4500001043,"2023-05-13",1001,4,1,10004,63,2023-06-05,2023-06-01,"2023-06-03","2023-06-03","2023-06-02","2023-06-02",-4
1044,4500001044,"2023-08-13",1001,4,1,10004,80,2023-09-05,2023-09-07,"2023-09-03","2023-09-05","2023-09-02","2023-09-04",2
1045,4500001045,"2022-03-19",1001,4,1,10004,78,2022-04-11,2022-04-13,"2022-04-09","2022-04-11","2022-04-08","2022-04-10",2
1048,4500001048,"2024-11-24",1001,4,1,10004,86,2024-12-17,2024-12-13,"2024-12-15","2024-12-15","2024-12-14","2024-12-14",-4
1051,4500001051,"2022-04-08",1001,4,1,10004,70,2022-05-01,2022-04-28,"2022-04-29","2022-04-29","2022-04-28","2022-04-28",-3
